,company,bar_name,ref,review_date,cocoa_percent,company_location,rating,bean_type,bean_origin,clusters
557,Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,U.K.,2.5,Trinitario,Venezuela,3
558,Dormouse,"Colombia, Batch 9",1676,2015,80.0,U.K.,2.75,"Criollo, Trinitario",Colombia,0
559,Dormouse,"Madagascar, Batch 8",1676,2015,77.0,U.K.,2.75,"Criollo, Trinitario",Madagascar,0
560,Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,U.K.,4.0,Criollo,Guatemala,3
561,Duffy's,"Chuno, Xoco",1331,2014,70.0,U.K.,3.5,Criollo,Nicaragua,3
562,Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,U.K.,3.75,Criollo,Nicaragua,0
563,Duffy's,Ocumare,923,2012,72.0,U.K.,3.75, ,Venezuela,3
564,Duffy's,"Indio Rojo, Xoco",623,2011,72.0,U.K.,3.75,Criollo,Honduras,3
565,Duffy's,Dominican Republic,661,2011,65.0,U.K.,3.5, ,Dominican Republic,2
566,Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,U.K.,3.0, ,Panama,3
567,Duffy's,"Nicaliso, Xoco",697,2011,71.0,U.K.,3.25,Criollo,Nicaragua,3
568,Duffy's,Ocumare,765,2011,71.0,U.K.,3.5, ,Venezuela,3
569,Duffy's,Panama,516,2010,70.0,U.K.,3.5, ,Panama,3
570,Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,U.K.,3.75, ,Ecuador,3
571,Duffy's,Star of Ecuador,523,2010,70.0,U.K.,2.5, ,Ecuador,3
572,Duffy's,Star of Peru,523,2010,70.0,U.K.,3.75, ,Peru,3
573,Dulcinea,Dominican Republic,1506,2015,70.0,U.S.A.,3.25, ,Dominican Republic,3
574,Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar,0
575,Durci,"Maranon, Joya Rara",1626,2015,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
576,Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,U.S.A.,3.5,Trinitario,Venezuela,3
577,Durci,Taino Secret,1630,2015,70.0,U.S.A.,3.25, ,Domincan Republic,3
578,Durci,"Carenero, Empyrean Sabor",1630,2015,70.0,U.S.A.,3.25,Trinitario,Venezuela,3
579,Durci,Corona Arriba,1630,2015,70.0,U.S.A.,4.0, ,Ecuador,3
580,East Van Roasters,Peru,1343,2014,70.0,Canada,3.25, ,Peru,3
581,East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,Trinitario,Madagascar,3
582,East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75, ,Dominican Republic,3
583,Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25, ,Colombia,3
584,Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25, ,Colombia,3
585,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,U.S.A.,2.75,Forastero (Nacional),Peru,3
586,Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela,3
587,El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75, ,Bolivia,0
588,El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75, ,Bolivia,3
589,El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75, ,Venezuela,3
590,El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,Trinitario,Venezuela,2
591,El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela,3
592,El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela,0
593,El Rey,"Carenero Superior, Bucare",206,2008,58.0,Venezuela,2.5,Criollo,Venezuela,2
594,El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela,2
595,El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela,3
596,Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75, ,St. Lucia,2
597,Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25, ,St. Lucia,3
598,Emily's,Patanemo,1450,2015,79.0,Japan,3.0, ,Venezuela,0
599,Emily's,Peru,1454,2015,78.0,Japan,3.5,Criollo,Peru,0
600,ENNA,"Wampusirpi, batch 007",1916,2016,75.0,U.S.A.,3.25, ,Honduras,0
601,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,Forastero,Sao Tome & Principe,0
602,Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,Trinitario,Vietnam,3
603,Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,Trinitario,Vietnam,0
604,Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,Trinitario,Vietnam,0
605,Escazu,Rio Caribe,903,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela,3
606,Escazu,Guapiles,414,2009,65.0,U.S.A.,2.0, ,Costa Rica,2
607,Escazu,Carenero Superior,423,2009,81.0,U.S.A.,3.5,Criollo,Venezuela,0
608,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,U.S.A.,2.75, ,"Cost Rica, Ven",0
609,Escazu,Ocumare,252,2008,72.0,U.S.A.,3.0,Criollo,Venezuela,3
610,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,U.S.A.,2.5, ,"Peru, Madagascar",2
611,Ethel's Artisan (Mars),Trinidad,666,2011,55.0,U.S.A.,2.5,Trinitario,Trinidad,2
612,Ethel's Artisan (Mars),Porcelana,666,2011,70.0,U.S.A.,2.5,Criollo (Porcelana),Venezuela,3
613,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,U.S.A.,2.5, ,"Venezuela, Trinidad",2
614,Ethereal,Belize,1275,2014,80.0,U.S.A.,3.0,Trinitario,Belize,0
615,Ethereal,Ecuador,1275,2014,80.0,U.S.A.,3.5, ,Ecuador,0
616,Ethereal,Dominican Republic,1275,2014,80.0,U.S.A.,3.75, ,Dominican Republic,0
617,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75.0,U.S.A.,2.75, ,Brazil,0
618,Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0, ,Jamaica,0
619,Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5, ,Venezuela,0
620,Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,Trinitario,Belize,0
621,Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,Trinitario,Grenada,2
622,Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic,0
623,Felchlin,"Madagascar, Grand Cru",48,2006,64.0,Switzerland,3.0,Criollo,Madagascar,2
624,Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,Criollo,Venezuela,2
625,Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador,3
626,Felchlin,"Alto Beni, Cru Savage",56,2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia,3
627,Finca,Puerto Rico,1283,2014,65.0,U.S.A.,2.25, ,Puerto Rico,2
628,Finca,Dominican Republic,1283,2014,80.0,U.S.A.,3.0, ,Dominican Republic,0
629,Finca,Dominican Republic,1283,2014,70.0,U.S.A.,3.25, ,Dominican Republic,3
630,Finca,Dominican Republic,1287,2014,85.0,U.S.A.,2.5, ,Dominican Republic,1
631,Forever Cacao,Rio Eni,1267,2014,72.0,U.K.,2.75,Criollo,Peru,3
632,Forteza (Cortes),Dominican Republic,1776,2016,70.0,Puerto Rico,2.75, ,Domincan Republic,3
633,Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75, ,Domincan Republic,0
634,Fossa,"Akesson's E., Sambirano V.",1772,2016,70.0,Singapore,2.75, ,Madagascar,3
635,Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.0,Singapore,3.5, ,Ecuador,0
636,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.0,Singapore,3.75,Trinitario,Tanzania,3
637,Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5, ,Venezuela,3
638,Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75, ,Venezuela,3
639,Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75, ,Venezuela,3
640,Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5, ,Venezuela,2
641,Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5, ,Costa Rica,3
642,Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5, ,Peru,0
643,Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,Trinitario,Vietnam,0
644,Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,Forastero,Ghana,2
645,Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,Trinitario,Madagascar,2
646,French Broad,"Norandino, batch 161208",1940,2017,70.0,U.S.A.,3.5, ,Peru,3
647,French Broad,Guatemala,1634,2015,73.0,U.S.A.,3.5, ,Guatemala,3
648,French Broad,San Andres,1209,2014,80.0,U.S.A.,3.0, ,Costa Rica,0
649,French Broad,Matagalpa,1295,2014,68.0,U.S.A.,3.25, ,Nicaragua,3
650,French Broad,"Palo Blanco, Chulucanas",1042,2013,66.0,U.S.A.,3.5, ,Peru,2
651,French Broad,Tumbes Coop,883,2012,70.0,U.S.A.,2.5,Criollo,Peru,3
652,French Broad,"Palo Blanco, Chulucanas",883,2012,61.0,U.S.A.,3.5, ,Peru,2
653,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81.0,U.S.A.,2.0, ,Peru,0
654,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
655,French Broad,La Red,785,2011,65.0,U.S.A.,3.5, ,Dominican Republic,2
656,Fresco,"Maranon, #228, MR, SC",1383,2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru,3
657,Fresco,"Maranon, #227, LR, MC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
658,Fresco,"Maranon, #229, MR, LC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
659,Fresco,"Maranon, #230, DR, LC",1387,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
660,Fresco,"Conacado, #223, MR, SC",1030,2013,72.0,U.S.A.,3.25, ,Dominican Republic,3
661,Fresco,"Conacado, #224, MR, MC",1081,2013,72.0,U.S.A.,3.75, ,Dominican Republic,3
662,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70.0,U.S.A.,3.75, ,Peru,3
663,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70.0,U.S.A.,4.0,Trinitario,Peru,3
664,Fresco,"Markham Valley, #219, LR, MC",899,2012,69.0,U.S.A.,3.5, ,Papua New Guinea,3
665,Fresco,"Markham Valley, #221, DR, MC",899,2012,69.0,U.S.A.,3.5, ,Papua New Guinea,3
666,Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74.0,U.S.A.,4.0,Trinitario,Madagascar,0
667,Fresco,"Markham Valley, #220, MR, MC",927,2012,69.0,U.S.A.,4.0,Trinitario,Papua New Guinea,3
668,Fresco,"Markham Valley, #222, LR, 0C",931,2012,69.0,U.S.A.,3.0,Trinitario,Papua New Guinea,3
669,Fresco,"Ghana, #211, MR, MC",636,2011,74.0,U.S.A.,2.75,Forastero,Ghana,0
670,Fresco,"Jamaica, #209, DR, SC",642,2011,70.0,U.S.A.,3.25,Trinitario,Jamaica,3
671,Fresco,"Conacado, #212, LR, SC",642,2011,72.0,U.S.A.,3.5, ,Dominican Republic,3
672,Fresco,"Jamaica, #210, DR, MC",642,2011,70.0,U.S.A.,3.5,Trinitario,Jamaica,3
673,Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74.0,U.S.A.,2.75,Trinitario,Madagascar,0
674,Fresco,"Conacado, #213, DR, -C",682,2011,72.0,U.S.A.,3.25, ,Dominican Republic,3
675,Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74.0,U.S.A.,3.0,Trinitario,Madagascar,0
676,Fresco,"Chuao, #218, MR, MC",745,2011,76.0,U.S.A.,3.25,Trinitario,Venezuela,0
677,Fresco,"Chuao, #217, DR, MC",745,2011,70.0,U.S.A.,4.0,Trinitario,Venezuela,3
678,Fresco,"Jamaica, #204, DR, SC",370,2009,80.0,U.S.A.,2.75,Trinitario,Jamaica,0
679,Fresco,"Jamaica, #206, DR, LC",370,2009,70.0,U.S.A.,3.0,Trinitario,Jamaica,3
680,Fresco,"Jamaica, #205, DR, MC",370,2009,70.0,U.S.A.,3.25,Trinitario,Jamaica,3
681,Fresco,"Carenero Superior, #203, MR, SC",370,2009,65.0,U.S.A.,3.5,Criollo,Venezuela,2
682,Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70.0,Denmark,3.5, ,Nicaragua,3
683,Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0, ,Nicaragua,2
684,Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25, ,Nicaragua,1
685,Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5, ,Nicaragua,3
686,Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70.0,Denmark,3.25, ,Nicaragua,3
687,Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70.0,Denmark,3.5, ,Nicaragua,3
688,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,3
689,Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Honduras,3
690,Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,3
691,Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70.0,Denmark,3.75, ,Nicaragua,3
692,Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,3
693,Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,3
694,Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,3
695,Fruition,"Wild Bolivian, Batch 2",1780,2016,74.0,U.S.A.,3.75,Beniano,Bolivia,0
696,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74.0,U.S.A.,4.0,Amazon mix,Costa Rica,0
697,Fruition,Gran Couva,1347,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad,3
698,Fruition,Maranon,1359,2014,76.0,U.S.A.,3.0,Forastero (Nacional),Peru,0
699,Fruition,La Red,1046,2013,70.0,U.S.A.,3.75, ,Dominican Republic,3
700,Fruition,Camino Verde,1185,2013,75.0,U.S.A.,3.0, ,Ecuador,0
701,Fruition,Peru,863,2012,70.0,U.S.A.,2.5, ,Peru,3
702,Fruition,Signature Blend,753,2011,66.0,U.S.A.,3.25,Trinitario,Costa Rica,2
703,Fruition,Costa Rica,781,2011,70.0,U.S.A.,3.0, ,Costa Rica,3
704,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85.0,U.S.A.,2.5,Blend,Hawaii,1
705,Georgia Ramon,Akesson P.,1642,2015,65.0,Germany,3.25,Trinitario,Madagascar,2
706,Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,Forastero,Ghana,3
707,Georgia Ramon,Conacado Coop,1646,2015,70.0,Germany,3.5,Trinitario,Domincan Republic,3
708,Georgia Ramon,Conacado Coop,1646,2015,80.0,Germany,3.5,Trinitario,Domincan Republic,0
709,Georgia Ramon,Akesson P.,1646,2015,75.0,Germany,3.5,Trinitario,Madagascar,0
710,Glennmade,"Toledo District, 2015 Harvest",1848,2016,70.0,U.S.A.,3.5, ,Belize,3
711,Glennmade,Bahia,1672,2015,66.0,U.S.A.,3.0,"Trinitario, Forastero",Brazil,2
712,Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77.0,U.S.A.,2.75, ,Mexico,0
713,Goodnow Farms,"El Carmen, batch 1003",1924,2016,77.0,U.S.A.,3.25, ,Nicaragua,0
714,Goodnow Farms,"Asochivite, batch 1005",1924,2016,77.0,U.S.A.,3.25, ,Guatemala,0
715,Grand Place,"Ben Tre, Dong Nai",741,2011,72.0,Vietnam,3.0,Trinitario,Vietnam,3
716,Green Bean to Bar,Madagascar,1896,2016,70.0,Japan,3.5, ,Madagascar,3
717,Grenada Chocolate Co.,Grenada,494,2010,82.0,Grenada,3.25,Trinitario,Grenada,0
718,Grenada Chocolate Co.,Grenada,363,2009,60.0,Grenada,2.75,Trinitario,Grenada,2
719,Grenada Chocolate Co.,Grenada,241,2008,71.0,Grenada,2.5,Trinitario,Grenada,3
720,Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador,2
721,Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,Forastero,Ghana,2
722,Guido Castagna,Trinidad & Tobago,355,2009,64.0,Italy,3.0, ,"Trinidad, Tobago",2
723,Guido Castagna,Lacri Blend,355,2009,76.0,Italy,3.0, ,Venezuela,0
724,Guido Castagna,Blend,355,2009,64.0,Italy,3.25, ,"Ven, Trinidad, Ecuador",2
725,Guittard,Haiti,1053,2013,65.0,U.S.A.,2.75, ,Haiti,2
726,Guittard,Nicaragua,1053,2013,65.0,U.S.A.,2.75, ,Nicaragua,2
727,Guittard,Jamaica,1053,2013,65.0,U.S.A.,3.25,Trinitario,Jamaica,2
728,Guittard,Ecuador,1053,2013,65.0,U.S.A.,3.5, ,Ecuador,2
729,Guittard,Trinidad,552,2010,65.0,U.S.A.,3.0,Trinitario,Trinidad,2
730,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55.0,U.S.A.,3.0, ,Hawaii,2
731,Guittard,Machu Pichu,259,2008,65.0,U.S.A.,3.0, ,Peru,2
732,Guittard,Ocumare,276,2008,65.0,U.S.A.,3.5, ,Venezuela,2
733,Guittard,Chucuri,15,2006,65.0,U.S.A.,3.0,Trinitario,Colombia,2
734,Guittard,Sur del Lago,87,2006,65.0,U.S.A.,2.5,"Trinitario, Criollo",Venezuela,2
735,Guittard,"Sambirano, Ambanja",87,2006,65.0,U.S.A.,3.5,"Criollo, +",Madagascar,2
736,Guittard,"Los Rios, Quevedo",93,2006,65.0,U.S.A.,3.5,Forastero (Arriba),Ecuador,2
737,Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75, ,Papua New Guinea,0
738,Habitual,Dominican Republic,1197,2014,75.0,Canada,3.25, ,Dominican Republic,0
739,Habitual,Sharkey,1201,2014,66.0,Canada,3.25, ,Hawaii,2
740,Hachez,Arriba,166,2007,77.0,Germany,2.5,Forastero (Arriba),Ecuador,0
741,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55.0,Ecuador,2.75,Trinitario,Ecuador,2
742,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70.0,Ecuador,3.0,Trinitario,Ecuador,3
743,Haigh,South America and Africa,701,2011,70.0,Australia,3.0, ,"South America, Africa",3
744,Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85.0,U.S.A.,3.25, ,Brazil,1
745,Harper Macaw,Brazil Blend,1696,2015,67.0,U.S.A.,3.0, ,Brazil,3
746,Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77.0,U.S.A.,3.5, ,Brazil,0
747,Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74.0,U.S.A.,3.5, ,Brazil,0
748,Heilemann,Peru,1876,2016,64.0,Germany,2.75, ,Peru,2
749,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70.0,U.S.A.,3.25,Amazon,Belize,3
750,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74.0,U.S.A.,3.5,Amazon mix,Costa Rica,0
751,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67.0,U.S.A.,3.5,"Amazon, ICS",Bolivia,3
752,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67.0,U.S.A.,3.0,Beniano,Bolivia,3
753,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67.0,U.S.A.,3.75,EET,Ecuador,3
754,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67.0,U.S.A.,3.75, ,Hawaii,3
755,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72.0,U.S.A.,3.5, ,Hawaii,3
756,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70.0,U.S.A.,3.5,EET,Ecuador,3
757,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77.0,U.S.A.,3.5,EET,Ecuador,0
758,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68.0,U.S.A.,3.75,"Amazon, ICS",Bolivia,3
759,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72.0,U.S.A.,4.0,Beniano,Bolivia,3
760,hello cocoa,Uganda,1458,2015,57.0,U.S.A.,2.75,Forastero,Uganda,2
761,hello cocoa,Venezuela,1462,2015,74.0,U.S.A.,3.5,Criollo,Venezuela,0
762,hexx,Tanzania,1546,2015,70.0,U.S.A.,2.75, ,Tanzania,3
763,hexx,Madagascar,1546,2015,74.0,U.S.A.,3.0,Trinitario,Madagascar,0
764,hexx,Venezuela,1546,2015,70.0,U.S.A.,3.0, ,Venezuela,3
765,hexx,Ecuador,1550,2015,73.0,U.S.A.,3.25, ,Ecuador,3
766,hexx,Peru,1550,2015,70.0,U.S.A.,3.25, ,Peru,3
767,Hogarth,Akesson's Estate,1712,2016,70.0,New Zealand,2.75,Trinitario,Madagascar,3
768,Hogarth,Carenero Superior,1712,2016,72.0,New Zealand,2.75,Trinitario,Venezuela,3
769,Hogarth,Conacado,1712,2016,75.0,New Zealand,3.25,Trinitario,Domincan Republic,0
770,Hogarth,Gran Blanco,1712,2016,66.0,New Zealand,3.5,Criollo,Peru,2
771,Hoja Verde (Tulicorp),Arriba,414,2009,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador,0
772,Hoja Verde (Tulicorp),Manabi,414,2009,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,0
773,Hoja Verde (Tulicorp),Arriba,414,2009,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador,3
774,Hoja Verde (Tulicorp),Arriba,414,2009,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,2
775,Hoja Verde (Tulicorp),Manabi,414,2009,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,2
776,Holy Cacao,Maranon,1872,2016,70.0,Israel,2.75, ,Peru,3
777,Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70.0,Israel,3.5, ,Ecuador,3
778,Holy Cacao,Sambirano,1466,2015,70.0,Israel,3.5,Trinitario,Madagascar,3
779,Holy Cacao,Gran Couva,1466,2015,70.0,Israel,3.5,Trinitario,Trinidad,3
780,Holy Cacao,Mara,1466,2015,70.0,Israel,3.5, ,Venezuela,3
781,Holy Cacao,Ivory Coast,431,2009,70.0,Israel,2.5, ,Ivory Coast,3
782,Holy Cacao,Hispaniola,431,2009,70.0,Israel,2.75, ,Dominican Republic,3
783,Holy Cacao,San Martin,431,2009,70.0,Israel,3.5, ,Peru,3
784,Holy Cacao,Hispaniola w/ nibs,431,2009,75.0,Israel,3.75, ,Dominican Republic,0
785,Honest,"Ecuador, w/ nibs",1327,2014,72.0,South Africa,2.5, ,Ecuador,3
786,Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70.0,U.K.,2.75, ,St. Lucia,3
787,Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70.0,U.K.,4.0,Trinitario,St. Lucia,3
788,Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100.0,U.K.,1.75,Trinitario,St. Lucia,1
789,Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75.0,U.K.,3.0,Trinitario,Trinidad,0
790,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80.0,U.K.,3.5,Trinitario,Vietnam,0
791,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90.0,U.K.,3.0,Forastero (Nacional),Ecuador,1
792,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72.0,U.K.,3.0,Trinitario,Madagascar,3
793,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82.0,U.K.,3.5,Forastero (Nacional),Ecuador,0
794,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100.0,U.K.,2.75, ,Peru,1
795,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100.0,U.K.,2.5,Forastero (Nacional),Ecuador,1
796,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100.0,U.K.,2.75, ,Dominican Republic,1
797,Hotel Chocolat (Coppeneur),Sambirano,809,2012,66.0,U.K.,3.5,"Trinitario, Criollo",Madagascar,2
798,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80.0,U.K.,3.0,Forastero (Nacional),Ecuador,0
799,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65.0,U.K.,3.0,Trinitario,St. Lucia,2
800,Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65.0,U.K.,3.25,Trinitario,St. Lucia,2
801,Hotel Chocolat (Coppeneur),Ecuador,552,2010,70.0,U.K.,2.75, ,Ecuador,3
802,Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70.0,U.K.,3.0, ,Dominican Republic,3
803,Hotel Chocolat (Coppeneur),Chuao,600,2010,70.0,U.K.,2.75,Trinitario,Venezuela,3
804,Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72.0,U.K.,3.0, ,St. Lucia,3
805,Hotel Chocolat (Coppeneur),Uganda,296,2008,80.0,U.K.,2.5,Forastero,Uganda,0
806,Hotel Chocolat (Coppeneur),Tanzania,296,2008,75.0,U.K.,2.75, ,Tanzania,0
807,Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72.0,U.K.,3.0,Forastero,Sao Tome,3
808,Hummingbird,Lam Dong,1542,2015,70.0,Canada,3.5,Trinitario,Vietnam,3
809,Hummingbird,Bolivia,1307,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,3
810,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,3
811,Hummingbird,Momotombo,1311,2014,70.0,Canada,3.0,Trinitario,Nicaragua,3
812,Hummingbird,Hispaniola,1311,2014,70.0,Canada,3.75,Trinitario,Dominican Republic,3
813,Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70.0,Canada,3.5, ,Dominican Republic,3
